# locale(s)	input	(output)
# entities to leave unedited
en-AU	labour party	labor party
en-GB,en-AU,en-IE,en-NZ	fertilization	fertilisation
en-GB,en-AU,en-IE,en-NZ	fertilize	fertilise
en-GB,en-AU,en-IE,en-NZ	fertilized	fertilised
en-GB,en-AU,en-IE,en-NZ	fertilizer	fertiliser
en-GB,en-AU,en-IE,en-NZ	fertilizers	fertilisers
en-GB,en-AU,en-IE,en-NZ	fertilizes	fertilises
en-GB,en-AU,en-IE,en-NZ	fertilizing	fertilising
en-GB,en-AU,en-IE,en-NZ	fervor	fervour
en-GB,en-AU,en-IE,en-NZ	fetal	foetal
en-GB,en-AU,en-IE,en-NZ	fetid	foetid
en-GB,en-AU,en-IE,en-NZ	fetus	foetus
en-GB,en-AU,en-IE,en-NZ	fetuses	foetuses
en-GB,en-AU,en-IE,en-NZ	fiber	fibre
en-GB,en-AU,en-IE,en-NZ	fiberglass	fibreglass
en-GB,en-AU,en-IE,en-NZ	fibers	fibres
en-GB,en-AU,en-IE,en-NZ	fictionalization	fictionalisation
en-GB,en-AU,en-IE,en-NZ	fictionalizations	fictionalisations
en-GB,en-AU,en-IE,en-NZ	fictionalize	fictionalise
en-GB,en-AU,en-IE,en-NZ	fictionalized	fictionalised
en-GB,en-AU,en-IE,en-NZ	fictionalizes	fictionalises
en-GB,en-AU,en-IE,en-NZ	fictionalizing	fictionalising
en-GB,en-AU,en-IE,en-NZ	filet	fillet
en-GB,en-AU,en-IE,en-NZ	fileted	filleted
en-GB,en-AU,en-IE,en-NZ	fileting	filleting
en-GB,en-AU,en-IE,en-NZ	filets	fillets
en-GB,en-AU,en-IE,en-NZ	filter	philtre
en-GB,en-AU,en-IE,en-NZ	filters	philtres
en-GB,en-AU,en-IE,en-NZ	finalization	finalisation
en-GB,en-AU,en-IE,en-NZ	finalize	finalise
en-GB,en-AU,en-IE,en-NZ	finalized	finalised
en-GB,en-AU,en-IE,en-NZ	finalizes	finalises
en-GB,en-AU,en-IE,en-NZ	finalizing	finalising
en-GB,en-AU,en-IE,en-NZ	five story	five storey
en-GB,en-AU,en-IE,en-NZ	flavor	flavour
en-GB,en-AU,en-IE,en-NZ	flavored	flavoured
en-GB,en-AU,en-IE,en-NZ	flavoring	flavouring
en-GB,en-AU,en-IE,en-NZ	flavorings	flavourings
en-GB,en-AU,en-IE,en-NZ	flavorless	flavourless
en-GB,en-AU,en-IE,en-NZ	flavors	flavours
en-GB,en-AU,en-IE,en-NZ	flavorsome	flavoursome
en-GB,en-AU,en-IE,en-NZ	flier / flyer	flyer / flier
en-GB,en-AU,en-IE,en-NZ	flutist	flautist
en-GB,en-AU,en-IE,en-NZ	flutists	flautists
en-GB,en-AU,en-IE,en-NZ	formalization	formalisation
en-GB,en-AU,en-IE,en-NZ	formalize	formalise
en-GB,en-AU,en-IE,en-NZ	formalized	formalised
en-GB,en-AU,en-IE,en-NZ	formalizes	formalises
en-GB,en-AU,en-IE,en-NZ	formalizing	formalising
en-GB,en-AU,en-IE,en-NZ	fossilization	fossilisation
en-GB,en-AU,en-IE,en-NZ	fossilize	fossilise
en-GB,en-AU,en-IE,en-NZ	fossilized	fossilised
en-GB,en-AU,en-IE,en-NZ	fossilizes	fossilises
en-GB,en-AU,en-IE,en-NZ	fossilizing	fossilising
en-GB,en-AU,en-IE,en-NZ	four story	four storey
en-GB,en-AU,en-IE,en-NZ	fraternization	fraternisation
en-GB,en-AU,en-IE,en-NZ	fraternize	fraternise
en-GB,en-AU,en-IE,en-NZ	fraternized	fraternised
en-GB,en-AU,en-IE,en-NZ	fraternizes	fraternises
en-GB,en-AU,en-IE,en-NZ	fraternizing	fraternising
en-GB,en-AU,en-IE,en-NZ	fulfill	fulfil
en-GB,en-AU,en-IE,en-NZ	fulfillment	fulfilment
en-GB,en-AU,en-IE,en-NZ	fulfills	fulfils
en-GB,en-AU,en-IE,en-NZ	funneled	funnelled
en-GB,en-AU,en-IE,en-NZ	funneling	funnelling
en-GB,en-AU,en-IE,en-NZ	gage	gauge
en-GB,en-AU,en-IE,en-NZ	gaged	gauged
en-GB,en-AU,en-IE,en-NZ	gages	gauges
en-GB,en-AU,en-IE,en-NZ	gaging	gauging
en-GB,en-AU,en-IE,en-NZ	galvanize	galvanise
en-GB,en-AU,en-IE,en-NZ	galvanized	galvanised
en-GB,en-AU,en-IE,en-NZ	galvanizes	galvanises
en-GB,en-AU,en-IE,en-NZ	galvanizing	galvanising
en-GB,en-AU,en-IE,en-NZ	gamboled	gambolled
en-GB,en-AU,en-IE,en-NZ	gamboling	gambolling
en-GB,en-AU,en-IE,en-NZ	gasses	gases
en-GB,en-AU,en-IE,en-NZ	generalization	generalisation
en-GB,en-AU,en-IE,en-NZ	generalizations	generalisations
en-GB,en-AU,en-IE,en-NZ	generalize	generalise
en-GB,en-AU,en-IE,en-NZ	generalized	generalised
en-GB,en-AU,en-IE,en-NZ	generalizes	generalises
en-GB,en-AU,en-IE,en-NZ	generalizing	generalising
en-GB,en-AU,en-IE,en-NZ	ghettoize	ghettoise
en-GB,en-AU,en-IE,en-NZ	ghettoized	ghettoised
en-GB,en-AU,en-IE,en-NZ	ghettoizes	ghettoises
en-GB,en-AU,en-IE,en-NZ	ghettoizing	ghettoising
en-GB,en-AU,en-IE,en-NZ	glamor	glamour
en-GB,en-AU,en-IE,en-NZ	glamorize	glamorise
en-GB,en-AU,en-IE,en-NZ	glamorized	glamorised
en-GB,en-AU,en-IE,en-NZ	glamorizes	glamorises
en-GB,en-AU,en-IE,en-NZ	glamorizing	glamorising
en-GB,en-AU,en-IE,en-NZ	globalization	globalisation
en-GB,en-AU,en-IE,en-NZ	globalize	globalise
en-GB,en-AU,en-IE,en-NZ	globalized	globalised
en-GB,en-AU,en-IE,en-NZ	globalizes	globalises
en-GB,en-AU,en-IE,en-NZ	globalizing	globalising
en-GB,en-AU,en-IE,en-NZ	gluing	glueing
en-GB,en-AU,en-IE,en-NZ	goiter	goitre
en-GB,en-AU,en-IE,en-NZ	goiters	goitres
en-GB,en-AU,en-IE,en-NZ	gonorrhea	gonorrhoea
en-GB,en-AU,en-IE,en-NZ	gram	gramme
en-GB,en-AU,en-IE,en-NZ	grams	grammes
en-GB,en-AU,en-IE,en-NZ	graveled	gravelled
en-GB,en-AU,en-IE,en-NZ	gray	grey
en-GB,en-AU,en-IE,en-NZ	grayed	greyed
en-GB,en-AU,en-IE,en-NZ	graying	greying
en-GB,en-AU,en-IE,en-NZ	grayish	greyish
en-GB,en-AU,en-IE,en-NZ	grayness	greyness
en-GB,en-AU,en-IE,en-NZ	grays	greys
en-GB,en-AU,en-IE,en-NZ	griffin	gryphon
en-GB,en-AU,en-IE,en-NZ	griffins	gryphons
en-GB,en-AU,en-IE,en-NZ	groin	groyne
en-GB,en-AU,en-IE,en-NZ	groins	groynes
en-GB,en-AU,en-IE,en-NZ	groveled	grovelled
en-GB,en-AU,en-IE,en-NZ	groveling	grovelling
en-GB,en-AU,en-IE,en-NZ	grueling	gruelling
en-GB,en-AU,en-IE,en-NZ	gruelingly	gruellingly
en-GB,en-AU,en-IE,en-NZ	gynecological	gynaecological
en-GB,en-AU,en-IE,en-NZ	gynecologist	gynaecologist
en-GB,en-AU,en-IE,en-NZ	gynecologists	gynaecologists
en-GB,en-AU,en-IE,en-NZ	gynecology	gynaecology
en-GB,en-AU,en-IE,en-NZ	gypsies	gipsies
en-GB,en-AU,en-IE,en-NZ	harbor	harbour
en-GB,en-AU,en-IE,en-NZ	harbored	harboured
en-GB,en-AU,en-IE,en-NZ	harboring	harbouring
en-GB,en-AU,en-IE,en-NZ	harbors	harbours
en-GB,en-AU,en-IE,en-NZ	harmonization	harmonisation
en-GB,en-AU,en-IE,en-NZ	harmonize	harmonise
en-GB,en-AU,en-IE,en-NZ	harmonized	harmonised
en-GB,en-AU,en-IE,en-NZ	harmonizes	harmonises
en-GB,en-AU,en-IE,en-NZ	harmonizing	harmonising
en-GB,en-AU,en-IE,en-NZ	hematological	haematological
en-GB,en-AU,en-IE,en-NZ	hematologist	haematologist
en-GB,en-AU,en-IE,en-NZ	hematologists	haematologists
en-GB,en-AU,en-IE,en-NZ	hematology	haematology
en-GB,en-AU,en-IE,en-NZ	hemoglobin	haemoglobin
en-GB,en-AU,en-IE,en-NZ	hemophilia	haemophilia
en-GB,en-AU,en-IE,en-NZ	hemophiliac	haemophiliac
en-GB,en-AU,en-IE,en-NZ	hemophiliacs	haemophiliacs
en-GB,en-AU,en-IE,en-NZ	hemorrhage	haemorrhage
en-GB,en-AU,en-IE,en-NZ	hemorrhaged	haemorrhaged
en-GB,en-AU,en-IE,en-NZ	hemorrhages	haemorrhages
en-GB,en-AU,en-IE,en-NZ	hemorrhaging	haemorrhaging
en-GB,en-AU,en-IE,en-NZ	hemorrhoids	haemorrhoids
en-GB,en-AU,en-IE,en-NZ	homeopath	homoeopath
en-GB,en-AU,en-IE,en-NZ	homeopathic	homoeopathic
en-GB,en-AU,en-IE,en-NZ	homeopaths	homoeopaths
en-GB,en-AU,en-IE,en-NZ	homeopathy	homoeopathy
en-GB,en-AU,en-IE,en-NZ	homogenize	homogenise
en-GB,en-AU,en-IE,en-NZ	homogenized	homogenised
en-GB,en-AU,en-IE,en-NZ	homogenizes	homogenises
en-GB,en-AU,en-IE,en-NZ	homogenizing	homogenising
en-GB,en-AU,en-IE,en-NZ	honor	honour
en-GB,en-AU,en-IE,en-NZ	honorable	honourable
en-GB,en-AU,en-IE,en-NZ	honorably	honourably
en-GB,en-AU,en-IE,en-NZ	honored	honoured
en-GB,en-AU,en-IE,en-NZ	honoring	honouring
en-GB,en-AU,en-IE,en-NZ	honors	honours
en-GB,en-AU,en-IE,en-NZ	hospitalization	hospitalisation
en-GB,en-AU,en-IE,en-NZ	hospitalize	hospitalise
en-GB,en-AU,en-IE,en-NZ	hospitalized	hospitalised
en-GB,en-AU,en-IE,en-NZ	hospitalizes	hospitalises
en-GB,en-AU,en-IE,en-NZ	hospitalizing	hospitalising
en-GB,en-AU,en-IE,en-NZ	humanize	humanise
en-GB,en-AU,en-IE,en-NZ	humanized	humanised
en-GB,en-AU,en-IE,en-NZ	humanizes	humanises
en-GB,en-AU,en-IE,en-NZ	humanizing	humanising
en-GB,en-AU,en-IE,en-NZ	humor	humour
en-GB,en-AU,en-IE,en-NZ	humored	humoured
en-GB,en-AU,en-IE,en-NZ	humoring	humouring
en-GB,en-AU,en-IE,en-NZ	humorless	humourless
en-GB,en-AU,en-IE,en-NZ	humors	humours
en-GB,en-AU,en-IE,en-NZ	hybridize	hybridise
en-GB,en-AU,en-IE,en-NZ	hybridized	hybridised
en-GB,en-AU,en-IE,en-NZ	hybridizes	hybridises
en-GB,en-AU,en-IE,en-NZ	hybridizing	hybridising
en-GB,en-AU,en-IE,en-NZ	hypnotize	hypnotise
en-GB,en-AU,en-IE,en-NZ	hypnotized	hypnotised
en-GB,en-AU,en-IE,en-NZ	hypnotizes	hypnotises
en-GB,en-AU,en-IE,en-NZ	hypnotizing	hypnotising
en-GB,en-AU,en-IE,en-NZ	hypothesize	hypothesise
en-GB,en-AU,en-IE,en-NZ	hypothesized	hypothesised
en-GB,en-AU,en-IE,en-NZ	hypothesizes	hypothesises
en-GB,en-AU,en-IE,en-NZ	hypothesizing	hypothesising
en-GB,en-AU,en-IE,en-NZ	idealization	idealisation
en-GB,en-AU,en-IE,en-NZ	idealize	idealise
en-GB,en-AU,en-IE,en-NZ	idealized	idealised
en-GB,en-AU,en-IE,en-NZ	idealizes	idealises
en-GB,en-AU,en-IE,en-NZ	idealizing	idealising
en-GB,en-AU,en-IE,en-NZ	idolize	idolise
en-GB,en-AU,en-IE,en-NZ	idolized	idolised
en-GB,en-AU,en-IE,en-NZ	idolizes	idolises
en-GB,en-AU,en-IE,en-NZ	idolizing	idolising
en-GB,en-AU,en-IE,en-NZ	immobilization	immobilisation
en-GB,en-AU,en-IE,en-NZ	immobilize	immobilise
en-GB,en-AU,en-IE,en-NZ	immobilized	immobilised
en-GB,en-AU,en-IE,en-NZ	immobilizer	immobiliser
en-GB,en-AU,en-IE,en-NZ	immobilizers	immobilisers
en-GB,en-AU,en-IE,en-NZ	immobilizes	immobilises
en-GB,en-AU,en-IE,en-NZ	immobilizing	immobilising
en-GB,en-AU,en-IE,en-NZ	immortalize	immortalise
en-GB,en-AU,en-IE,en-NZ	immortalized	immortalised
en-GB,en-AU,en-IE,en-NZ	immortalizes	immortalises
en-GB,en-AU,en-IE,en-NZ	immortalizing	immortalising
en-GB,en-AU,en-IE,en-NZ	immunization	immunisation
en-GB,en-AU,en-IE,en-NZ	immunize	immunise
en-GB,en-AU,en-IE,en-NZ	immunized	immunised
en-GB,en-AU,en-IE,en-NZ	immunizes	immunises
en-GB,en-AU,en-IE,en-NZ	immunizing	immunising
en-GB,en-AU,en-IE,en-NZ	impaneled	impanelled
en-GB,en-AU,en-IE,en-NZ	impaneling	impanelling
en-GB,en-AU,en-IE,en-NZ	imperiled	imperilled
en-GB,en-AU,en-IE,en-NZ	imperiling	imperilling
en-GB,en-AU,en-IE,en-NZ	individualize	individualise
en-GB,en-AU,en-IE,en-NZ	individualized	individualised
en-GB,en-AU,en-IE,en-NZ	individualizes	individualises
en-GB,en-AU,en-IE,en-NZ	individualizing	individualising
en-GB,en-AU,en-IE,en-NZ	industrialize	industrialise
en-GB,en-AU,en-IE,en-NZ	industrialized	industrialised
en-GB,en-AU,en-IE,en-NZ	industrializes	industrialises
en-GB,en-AU,en-IE,en-NZ	industrializing	industrialising
en-GB,en-AU,en-IE,en-NZ	inflection	inflexion
en-GB,en-AU,en-IE,en-NZ	inflections	inflexions
en-GB,en-AU,en-IE,en-NZ	initialed	initialled
en-GB,en-AU,en-IE,en-NZ	initialing	initialling
en-GB,en-AU,en-IE,en-NZ	initialize	initialise
en-GB,en-AU,en-IE,en-NZ	initialized	initialised
en-GB,en-AU,en-IE,en-NZ	initializes	initialises
en-GB,en-AU,en-IE,en-NZ	initializing	initialising
en-GB,en-AU,en-IE,en-NZ	install	instal
en-GB,en-AU,en-IE,en-NZ	installment	instalment
en-GB,en-AU,en-IE,en-NZ	installments	instalments
en-GB,en-AU,en-IE,en-NZ	installs	instals
en-GB,en-AU,en-IE,en-NZ	instill	instil
en-GB,en-AU,en-IE,en-NZ	instills	instils
en-GB,en-AU,en-IE,en-NZ	institutionalization	institutionalisation
en-GB,en-AU,en-IE,en-NZ	institutionalize	institutionalise
en-GB,en-AU,en-IE,en-NZ	institutionalized	institutionalised
en-GB,en-AU,en-IE,en-NZ	institutionalizes	institutionalises
en-GB,en-AU,en-IE,en-NZ	institutionalizing	institutionalising
en-GB,en-AU,en-IE,en-NZ	intellectualize	intellectualise
en-GB,en-AU,en-IE,en-NZ	intellectualized	intellectualised
en-GB,en-AU,en-IE,en-NZ	intellectualizes	intellectualises
en-GB,en-AU,en-IE,en-NZ	intellectualizing	intellectualising
en-GB,en-AU,en-IE,en-NZ	internalization	internalisation
en-GB,en-AU,en-IE,en-NZ	internalize	internalise
en-GB,en-AU,en-IE,en-NZ	internalized	internalised
en-GB,en-AU,en-IE,en-NZ	internalizes	internalises
en-GB,en-AU,en-IE,en-NZ	internalizing	internalising
en-GB,en-AU,en-IE,en-NZ	internationalization	internationalisation
en-GB,en-AU,en-IE,en-NZ	internationalize	internationalise
en-GB,en-AU,en-IE,en-NZ	internationalized	internationalised
en-GB,en-AU,en-IE,en-NZ	internationalizes	internationalises
en-GB,en-AU,en-IE,en-NZ	internationalizing	internationalising
en-GB,en-AU,en-IE,en-NZ	ionization	ionisation
en-GB,en-AU,en-IE,en-NZ	ionize	ionise
en-GB,en-AU,en-IE,en-NZ	ionized	ionised
en-GB,en-AU,en-IE,en-NZ	ionizer	ioniser
en-GB,en-AU,en-IE,en-NZ	ionizers	ionisers
en-GB,en-AU,en-IE,en-NZ	ionizes	ionises
en-GB,en-AU,en-IE,en-NZ	ionizing	ionising
en-GB,en-AU,en-IE,en-NZ	italicize	italicise
en-GB,en-AU,en-IE,en-NZ	italicized	italicised
en-GB,en-AU,en-IE,en-NZ	italicizes	italicises
en-GB,en-AU,en-IE,en-NZ	italicizing	italicising
en-GB,en-AU,en-IE,en-NZ	itemize	itemise
en-GB,en-AU,en-IE,en-NZ	itemized	itemised
en-GB,en-AU,en-IE,en-NZ	itemizes	itemises
en-GB,en-AU,en-IE,en-NZ	itemizing	itemising
en-GB,en-AU,en-IE,en-NZ	jail	gaol
en-GB,en-AU,en-IE,en-NZ	jailbird	gaolbird
en-GB,en-AU,en-IE,en-NZ	jailbirds	gaolbirds
en-GB,en-AU,en-IE,en-NZ	jailbreak	gaolbreak
en-GB,en-AU,en-IE,en-NZ	jailbreaks	gaolbreaks
en-GB,en-AU,en-IE,en-NZ	jailed	gaoled
en-GB,en-AU,en-IE,en-NZ	jailer	gaoler
en-GB,en-AU,en-IE,en-NZ	jailers	gaolers
en-GB,en-AU,en-IE,en-NZ	jailing	gaoling
en-GB,en-AU,en-IE,en-NZ	jails	gaols
en-GB,en-AU,en-IE,en-NZ	jeopardize	jeopardise
en-GB,en-AU,en-IE,en-NZ	jeopardized	jeopardised
en-GB,en-AU,en-IE,en-NZ	jeopardizes	jeopardises
en-GB,en-AU,en-IE,en-NZ	jeopardizing	jeopardising
en-GB,en-AU,en-IE,en-NZ	jeweled	jewelled
en-GB,en-AU,en-IE,en-NZ	jeweler	jeweller
en-GB,en-AU,en-IE,en-NZ	jewelers	jewellers
en-GB,en-AU,en-IE,en-NZ	jewelry	jewellery
en-GB,en-AU,en-IE,en-NZ	judgment	judgement
en-GB,en-AU,en-IE,en-NZ	kilogram	kilogramme
en-GB,en-AU,en-IE,en-NZ	kilograms	kilogrammes
en-GB,en-AU,en-IE,en-NZ	kilometer	kilometre
en-GB,en-AU,en-IE,en-NZ	kilometers	kilometres
en-GB,en-AU,en-IE,en-NZ	labeled	labelled
en-GB,en-AU,en-IE,en-NZ	labeling	labelling
en-GB,en-AU,en-IE,en-NZ,en-CA	labor	labour
en-GB,en-AU,en-IE,en-NZ	labored	laboured
en-GB,en-AU,en-IE,en-NZ	laborer	labourer
en-GB,en-AU,en-IE,en-NZ	laborers	labourers
en-GB,en-AU,en-IE,en-NZ	laboring	labouring
en-GB,en-AU,en-IE,en-NZ	labors	labours
en-GB,en-AU,en-IE,en-NZ	lackluster	lacklustre
en-GB,en-AU,en-IE,en-NZ	legalization	legalisation
en-GB,en-AU,en-IE,en-NZ	legalize	legalise
en-GB,en-AU,en-IE,en-NZ	legalized	legalised
en-GB,en-AU,en-IE,en-NZ	legalizes	legalises
en-GB,en-AU,en-IE,en-NZ	legalizing	legalising
en-GB,en-AU,en-IE,en-NZ	legitimize	legitimise
en-GB,en-AU,en-IE,en-NZ	legitimized	legitimised
en-GB,en-AU,en-IE,en-NZ	legitimizes	legitimises
en-GB,en-AU,en-IE,en-NZ	legitimizing	legitimising
en-GB,en-AU,en-IE,en-NZ	leukemia	leukaemia
en-GB,en-AU,en-IE,en-NZ	leveled	levelled
en-GB,en-AU,en-IE,en-NZ	leveler	leveller
en-GB,en-AU,en-IE,en-NZ	levelers	levellers
en-GB,en-AU,en-IE,en-NZ	leveling	levelling
en-GB,en-AU,en-IE,en-NZ	libeled	libelled
en-GB,en-AU,en-IE,en-NZ	libeling	libelling
en-GB,en-AU,en-IE,en-NZ	libelous	libellous
en-GB,en-AU,en-IE,en-NZ	liberalization	liberalisation
en-GB,en-AU,en-IE,en-NZ	liberalize	liberalise
en-GB,en-AU,en-IE,en-NZ	liberalized	liberalised
en-GB,en-AU,en-IE,en-NZ	liberalizes	liberalises
en-GB,en-AU,en-IE,en-NZ	liberalizing	liberalising
en-GB,en-AU,en-IE,en-NZ	license	licence
en-GB,en-AU,en-IE,en-NZ	licensed	licenced
en-GB,en-AU,en-IE,en-NZ	licenses	licences
en-GB,en-AU,en-IE,en-NZ	licensing	licencing
en-GB,en-AU,en-IE,en-NZ	likable	likeable
en-GB,en-AU,en-IE,en-NZ	lionization	lionisation
en-GB,en-AU,en-IE,en-NZ	lionize	lionise
en-GB,en-AU,en-IE,en-NZ	lionized	lionised
en-GB,en-AU,en-IE,en-NZ	lionizes	lionises
en-GB,en-AU,en-IE,en-NZ	lionizing	lionising
en-GB,en-AU,en-IE,en-NZ	liquidize	liquidise
en-GB,en-AU,en-IE,en-NZ	liquidized	liquidised
en-GB,en-AU,en-IE,en-NZ	liquidizer	liquidiser
en-GB,en-AU,en-IE,en-NZ	liquidizers	liquidisers
en-GB,en-AU,en-IE,en-NZ	liquidizes	liquidises
en-GB,en-AU,en-IE,en-NZ	liquidizing	liquidising
en-GB,en-AU,en-IE,en-NZ	liter	litre
en-GB,en-AU,en-IE,en-NZ	liters	litres
en-GB,en-AU,en-IE,en-NZ	localize	localise
en-GB,en-AU,en-IE,en-NZ	localized	localised
en-GB,en-AU,en-IE,en-NZ	localizes	localises
en-GB,en-AU,en-IE,en-NZ	localizing	localising
en-GB,en-AU,en-IE,en-NZ	louver	louvre
en-GB,en-AU,en-IE,en-NZ	louvered	louvred
en-GB,en-AU,en-IE,en-NZ	louvers	louvres
en-GB,en-AU,en-IE,en-NZ	luster	lustre
en-GB,en-AU,en-IE,en-NZ	magnetize	magnetise
en-GB,en-AU,en-IE,en-NZ	magnetized	magnetised
en-GB,en-AU,en-IE,en-NZ	magnetizes	magnetises
en-GB,en-AU,en-IE,en-NZ	magnetizing	magnetising
en-GB,en-AU,en-IE,en-NZ	maneuver	manoeuvre
en-GB,en-AU,en-IE,en-NZ	maneuverability	manoeuvrability
en-GB,en-AU,en-IE,en-NZ	maneuverable	manoeuvrable
en-GB,en-AU,en-IE,en-NZ	maneuvered	manoeuvred
en-GB,en-AU,en-IE,en-NZ	maneuvering	manoeuvring
en-GB,en-AU,en-IE,en-NZ	maneuverings	manoeuvrings
en-GB,en-AU,en-IE,en-NZ	maneuvers	manoeuvres
en-GB,en-AU,en-IE,en-NZ	marginalization	marginalisation
en-GB,en-AU,en-IE,en-NZ	marginalize	marginalise
en-GB,en-AU,en-IE,en-NZ	marginalized	marginalised
en-GB,en-AU,en-IE,en-NZ	marginalizes	marginalises
en-GB,en-AU,en-IE,en-NZ	marginalizing	marginalising
en-GB,en-AU,en-IE,en-NZ	marshaled	marshalled
en-GB,en-AU,en-IE,en-NZ	marshaling	marshalling
en-GB,en-AU,en-IE,en-NZ	marveled	marvelled
en-GB,en-AU,en-IE,en-NZ	marveling	marvelling
en-GB,en-AU,en-IE,en-NZ	marvelous	marvellous
en-GB,en-AU,en-IE,en-NZ	marvelously	marvellously
en-GB,en-AU,en-IE,en-NZ	materialization	materialisation
en-GB,en-AU,en-IE,en-NZ	materialize	materialise
en-GB,en-AU,en-IE,en-NZ	materialized	materialised
en-GB,en-AU,en-IE,en-NZ	materializes	materialises
en-GB,en-AU,en-IE,en-NZ	materializing	materialising
en-GB,en-AU,en-IE,en-NZ	maximization	maximisation
en-GB,en-AU,en-IE,en-NZ	maximize	maximise
en-GB,en-AU,en-IE,en-NZ	maximized	maximised
en-GB,en-AU,en-IE,en-NZ	maximizes	maximises
en-GB,en-AU,en-IE,en-NZ	maximizing	maximising
en-GB,en-AU,en-IE,en-NZ	meager	meagre
en-GB,en-AU,en-IE,en-NZ	mechanization	mechanisation
en-GB,en-AU,en-IE,en-NZ	mechanize	mechanise
en-GB,en-AU,en-IE,en-NZ	mechanized	mechanised
en-GB,en-AU,en-IE,en-NZ	mechanizes	mechanises
en-GB,en-AU,en-IE,en-NZ	mechanizing	mechanising
en-GB,en-AU,en-IE,en-NZ	medieval	mediaeval
en-GB,en-AU,en-IE,en-NZ	memorialize	memorialise
en-GB,en-AU,en-IE,en-NZ	memorialized	memorialised
en-GB,en-AU,en-IE,en-NZ	memorializes	memorialises
en-GB,en-AU,en-IE,en-NZ	memorializing	memorialising
en-GB,en-AU,en-IE,en-NZ	memorize	memorise
en-GB,en-AU,en-IE,en-NZ	memorized	memorised
en-GB,en-AU,en-IE,en-NZ	memorizes	memorises
en-GB,en-AU,en-IE,en-NZ	memorizing	memorising
en-GB,en-AU,en-IE,en-NZ	mesmerize	mesmerise
en-GB,en-AU,en-IE,en-NZ	mesmerized	mesmerised
en-GB,en-AU,en-IE,en-NZ	mesmerizes	mesmerises
en-GB,en-AU,en-IE,en-NZ	mesmerizing	mesmerising
en-GB,en-AU,en-IE,en-NZ	metabolize	metabolise
en-GB,en-AU,en-IE,en-NZ	metabolized	metabolised
en-GB,en-AU,en-IE,en-NZ	metabolizes	metabolises
en-GB,en-AU,en-IE,en-NZ	metabolizing	metabolising
en-GB,en-AU,en-IE,en-NZ	meter	metre
en-GB,en-AU,en-IE,en-NZ	meters	metres
en-GB,en-AU,en-IE,en-NZ	micrometer	micrometre
en-GB,en-AU,en-IE,en-NZ	micrometers	micrometres
en-GB,en-AU,en-IE,en-NZ	militarize	militarise
en-GB,en-AU,en-IE,en-NZ	militarized	militarised
en-GB,en-AU,en-IE,en-NZ	militarizes	militarises
en-GB,en-AU,en-IE,en-NZ	militarizing	militarising
en-GB,en-AU,en-IE,en-NZ	milligram	milligramme
en-GB,en-AU,en-IE,en-NZ	milligrams	milligrammes
en-GB,en-AU,en-IE,en-NZ	milliliter	millilitre
en-GB,en-AU,en-IE,en-NZ	milliliters	millilitres
en-GB,en-AU,en-IE,en-NZ	millimeter	millimetre
en-GB,en-AU,en-IE,en-NZ	millimeters	millimetres
en-GB,en-AU,en-IE,en-NZ	miniaturization	miniaturisation
en-GB,en-AU,en-IE,en-NZ	miniaturize	miniaturise
en-GB,en-AU,en-IE,en-NZ	miniaturized	miniaturised
en-GB,en-AU,en-IE,en-NZ	miniaturizes	miniaturises
en-GB,en-AU,en-IE,en-NZ	miniaturizing	miniaturising
en-GB,en-AU,en-IE,en-NZ	minibusses	minibuses
en-GB,en-AU,en-IE,en-NZ	minimize	minimise
en-GB,en-AU,en-IE,en-NZ	minimized	minimised
en-GB,en-AU,en-IE,en-NZ	minimizes	minimises
en-GB,en-AU,en-IE,en-NZ	minimizing	minimising
en-GB,en-AU,en-IE,en-NZ	misbehavior	misbehaviour
en-GB,en-AU,en-IE,en-NZ	misdemeanor	misdemeanour
en-GB,en-AU,en-IE,en-NZ	misdemeanors	misdemeanours
en-GB,en-AU,en-IE,en-NZ	misspelled	misspelt
en-GB,en-AU,en-IE,en-NZ	miter	mitre
en-GB,en-AU,en-IE,en-NZ	miters	mitres
en-GB,en-AU,en-IE,en-NZ	mobilization	mobilisation
en-GB,en-AU,en-IE,en-NZ	mobilize	mobilise
en-GB,en-AU,en-IE,en-NZ	mobilized	mobilised
en-GB,en-AU,en-IE,en-NZ	mobilizes	mobilises
en-GB,en-AU,en-IE,en-NZ	mobilizing	mobilising
en-GB,en-AU,en-IE,en-NZ	modeled	modelled
en-GB,en-AU,en-IE,en-NZ	modeler	modeller
en-GB,en-AU,en-IE,en-NZ	modelers	modellers
en-GB,en-AU,en-IE,en-NZ	modeling	modelling
en-GB,en-AU,en-IE,en-NZ	modernize	modernise
en-GB,en-AU,en-IE,en-NZ	modernized	modernised
en-GB,en-AU,en-IE,en-NZ	modernizes	modernises
en-GB,en-AU,en-IE,en-NZ	modernizing	modernising
en-GB,en-AU,en-IE,en-NZ	moisturize	moisturise
en-GB,en-AU,en-IE,en-NZ	moisturized	moisturised
en-GB,en-AU,en-IE,en-NZ	moisturizer	moisturiser
en-GB,en-AU,en-IE,en-NZ	moisturizers	moisturisers
en-GB,en-AU,en-IE,en-NZ	moisturizes	moisturises
en-GB,en-AU,en-IE,en-NZ	moisturizing	moisturising
en-GB,en-AU,en-IE,en-NZ	mold	mould
en-GB,en-AU,en-IE,en-NZ	molded	moulded
